"","y.nrm","y.str","YR","SSI","TOL","STI","MpSTI","MsSTI","ATI","YI","YSI","MP","GMP","HARM","GM","SDI","SSPI","RDI","DI"
"19",745.931111111111,380.6,0.489765215137531,1.0055620984633,365.331111111111,0.510234784862469,0.512943839186072,0.636603666830012,445.498384880667,1.24766810440336,0.510234784862469,563.265555555556,532.823968012785,504.027590696317,777.107046879847,0.489765215137531,24.618279388787,1.24107868775685,0.636603666830012
"20",761.185555555556,261.235,0.656805100814957,1.0137019055405,499.950555555556,0.343194899185043,0.35207273733519,0.293901955810671,510.227344121915,0.85637040791858,0.343194899185043,511.210277777778,445.924106329267,388.975568859738,397.735948877167,0.656805100814957,33.6897736954645,0.83477623980542,0.293901955810672
"21",849.465555555556,329.343333333333,0.612293481260767,1.10097794061894,520.122222222222,0.387706518739233,0.443863987940983,0.418583657807253,629.619917737972,1.07964049500232,0.387706518739233,589.404444444444,528.928934374476,474.658479852858,537.884761822364,0.612293481260767,35.0490658844795,0.943044872256924,0.418583657807253
"22",678.154166666667,290.946666666667,0.570972677058437,0.939278801779148,387.2075,0.429027322941563,0.39211587020071,0.409193405676297,393.631998022135,0.953770037000725,0.429027322941563,484.550416666667,444.192181693665,407.195386674303,509.563203909474,0.570972677058437,26.0924463494011,1.04355226802436,0.409193405676297
"23",727.003888888889,286.507777777778,0.60590612766094,0.987032359878592,440.496111111111,0.39409387233906,0.386133472122972,0.370140312480626,460.102271542662,0.93921864423757,0.39409387233906,506.755833333333,456.390478254486,411.030825775118,472.858359897798,0.60590612766094,29.6833639490105,0.958581265813565,0.370140312480626
"24",756.154722222222,345.05,0.543678046490338,1.01628189632752,411.104722222222,0.456321953509662,0.465032243066616,0.516159213190317,480.589789124263,1.13112947825638,0.456321953509662,550.602361111111,510.794662171383,473.864998283446,634.658695945951,0.543678046490338,27.7027896116908,1.10994284995498,0.516159213190317
"25",763.721666666667,313.147777777778,0.589971331906112,1.02077671773444,450.573888888889,0.410028668093888,0.422036845417552,0.420914459840662,504.294192693339,1.02654885522366,0.410028668093888,538.434722222222,489.037567838512,444.172214173629,530.784736210898,0.589971331906112,30.3624672101504,0.997340550738458,0.420914459840662
"26",738.455833333333,301.2,0.592121848858034,0.996728281037627,437.255833333333,0.407878151141966,0.405934535898173,0.402731591619676,471.95553330162,0.987382115203079,0.407878151141966,519.827916666667,471.617320504665,427.877937811151,508.679084517645,0.592121848858034,29.4650139065298,0.992109702439063,0.402731591619676
"27",684.236666666667,286.130555555556,0.581825164457392,0.947019720503067,398.106111111111,0.418174835542608,0.385625080596716,0.392240489096206,403.143682597886,0.937982049032791,0.418174835542608,485.183611111111,442.471487855223,403.519436933288,491.780990295254,0.581825164457392,26.8268624588505,1.01715502655909,0.392240489096206
"28",769.413055555556,298.7,0.611781996882905,1.02401470894015,470.713055555556,0.388218003117095,0.40256522534125,0.380137910213482,516.451275714239,0.97918671252045,0.388218003117095,534.056527777778,479.399290460931,430.3358684721,488.245815538719,0.611781996882905,31.7195693473034,0.944288990414519,0.380137910213482
"29",727.884222222222,324.533166666667,0.554141775905142,0.984932934281811,403.351055555555,0.445858224094858,0.437381209808758,0.474336077855934,448.662340995674,1.06387199388077,0.445858224094858,526.208694444445,486.027336272849,448.91423136571,585.650064257599,0.554141775905142,27.1802993925934,1.08449121091264,0.474336077855934
"30",756.897055555556,269.372944444444,0.644108875219858,1.01122413082382,487.524111111111,0.355891124780142,0.36304044218652,0.314268910583197,503.810503455743,0.883047900611013,0.355891124780142,513.135,451.539132851551,397.33713057252,418.210266629997,0.644108875219858,32.8524026864307,0.8656581307868,0.314268910583197
